tag_code,project_code,tag_group,tagger,bucket,lot,species,length,weight,fish_tag_date,tag_activate_date,tag_release_date,release_location,release_location_xlat,release_location_latitude,release_location_longitude,mort_xlat,pri,tag_AssignedRelease,survival_use,tag_status,fish_status,release_type
G72D712B7,GPUD_Survival,live_release,C,8,Lot 1,11H,134,22,2026-05-14,2026-05-12T16:20:33Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72819104,GPUD_Survival,live_release,C,8,Lot 1,11W,130,18.899999618530273,2026-05-14,2026-05-12T16:21:10Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G722D6D70,GPUD_Survival,live_release,C,9,Lot 1,11H,140,27.399999618530273,2026-05-14,2026-05-12T16:21:37Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72B8E3DF,GPUD_Survival,live_release,C,9,Lot 3,11H,159,37.400001525878906,2026-05-14,2026-05-12T16:22:05Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72906CA5,GPUD_Survival,live_release,C,10,Lot 2,11H,146,28.5,2026-05-14,2026-05-12T16:22:32Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72296874,GPUD_Survival,live_release,C,10,Lot 2,11H,155,35.599998474121094,2026-05-14,2026-05-12T16:22:57Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G722762D6,GPUD_Survival,live_release,C,11,Lot 1,11H,130,20.399999618530273,2026-05-14,2026-05-12T16:23:27Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G726EDD8C,GPUD_Survival,live_release,C,11,Lot 2,11H,136,24,2026-05-14,2026-05-12T16:23:43Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G721A60CE,GPUD_Survival,live_release,C,12,Lot 2,11H,135,23.200000762939453,2026-05-14,2026-05-12T16:24:05Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72BEDA57,GPUD_Survival,live_release,C,12,Lot 1,11H,151,34.79999923706055,2026-05-14,2026-05-12T16:24:34Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72D2A95A,GPUD_Survival,live_release,C,13,Lot 2,11H,159,37.70000076293945,2026-05-14,2026-05-12T16:25:06Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72482B4E,GPUD_Survival,live_release,C,13,Lot 3,11H,142,25.100000381469727,2026-05-14,2026-05-12T16:25:30Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G720FF192,GPUD_Survival,live_release,C,14,Lot 3,11H,145,30.100000381469727,2026-05-14,2026-05-12T16:25:51Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G7208F67F,GPUD_Survival,live_release,C,14,Lot 1,11H,149,32.900001525878906,2026-05-14,2026-05-12T16:26:21Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G729DAA3B,GPUD_Survival,live_release,C,15,Lot 1,11H,145,24.700000762939453,2026-05-14,2026-05-12T16:26:45Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G720926EC,GPUD_Survival,live_release,C,15,Lot 1,11H,160,34.5,2026-05-14,2026-05-12T16:27:09Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72C1805C,GPUD_Survival,live_release,C,16,Lot 3,11H,150,31,2026-05-14,2026-05-12T16:27:55Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72372802,GPUD_Survival,live_release,C,16,Lot 3,11H,121,16.200000762939453,2026-05-14,2026-05-12T16:28:18Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G720F816A,GPUD_Survival,live_release,C,17,Lot 3,11H,135,25.700000762939453,2026-05-14,2026-05-12T16:28:43Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72E0F343,GPUD_Survival,live_release,C,17,Lot 1,11H,165,38.599998474121094,2026-05-14,2026-05-12T16:29:27Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G723401E8,GPUD_Survival,live_release,C,18,Lot 1,11H,145,27.200000762939453,2026-05-14,2026-05-12T16:30:18Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72F731B7,GPUD_Survival,live_release,C,18,Lot 3,11H,145,27.899999618530273,2026-05-14,2026-05-12T16:30:42Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G7268A29F,GPUD_Survival,live_release,C,19,Lot 3,11H,139,24.200000762939453,2026-05-14,2026-05-12T16:31:07Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G725C7A1C,GPUD_Survival,live_release,C,19,Lot 1,11H,126,19.5,2026-05-14,2026-05-12T16:31:31Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72F65048,GPUD_Survival,live_release,C,20,Lot 1,11W,136,24,2026-05-14,2026-05-12T16:32:04Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G72A03BD0,GPUD_Survival,live_release,C,20,Lot 1,11H,160,40.29999923706055,2026-05-14,2026-05-12T16:32:39Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G720EEC36,GPUD_Survival,live_release,C,21,Lot 3,11H,136,23.100000381469727,2026-05-14,2026-05-12T16:33:00Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,47.341487,-120.090402,0,3,RC23,TRUE,Active,Alive,Helicopter
G721BD038,GPUD_Survival,live_release,C,67,Lot 3,11H,141,26.899999618530273,2026-05-14,2026-05-12T16:37:50Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7290B430,GPUD_Survival,live_release,C,67,Lot 2,11H,120,15.899999618530273,2026-05-14,2026-05-12T16:38:19Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72A1A025,GPUD_Survival,live_release,C,68,Lot 1,11H,156,37.400001525878906,2026-05-14,2026-05-12T16:39:08Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72B8CB3E,GPUD_Survival,live_release,C,68,Lot 3,11H,139,24.100000381469727,2026-05-14,2026-05-12T16:39:36Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72EFE8E6,GPUD_Survival,live_release,C,69,Lot 3,11H,149,32.29999923706055,2026-05-14,2026-05-12T16:40:17Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G727BC31D,GPUD_Survival,live_release,C,74,Lot 1,11H,135,24,2026-05-14,2026-05-12T16:40:49Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G729DA3A7,GPUD_Survival,live_release,C,69,Lot 2,11H,146,31.100000381469727,2026-05-14,2026-05-12T16:41:14Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7286D8B0,GPUD_Survival,live_release,C,70,Lot 3,11H,138,25.5,2026-05-14,2026-05-12T16:41:40Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72B67312,GPUD_Survival,live_release,C,70,Lot 1,11H,165,40.79999923706055,2026-05-14,2026-05-12T16:44:24Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G727A7E16,GPUD_Survival,live_release,C,71,Lot 2,11H,139,25,2026-05-14,2026-05-12T16:45:20Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7208E03F,GPUD_Survival,live_release,C,71,Lot 1,11H,150,34.29999923706055,2026-05-14,2026-05-12T16:45:46Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7247DDFF,GPUD_Survival,live_release,C,72,Lot 2,11H,146,31.700000762939453,2026-05-14,2026-05-12T16:46:14Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G724B6542,GPUD_Survival,live_release,C,72,Lot 2,11H,145,29.799999237060547,2026-05-14,2026-05-12T16:46:49Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72951E1E,GPUD_Survival,live_release,C,73,Lot 1,11H,143,28.600000381469727,2026-05-14,2026-05-12T16:47:32Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7299BBC3,GPUD_Survival,live_release,C,73,Lot 1,11H,137,24,2026-05-14,2026-05-12T16:47:55Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72A4F3E3,GPUD_Survival,live_release,C,74,Lot 3,11H,145,27.799999237060547,2026-05-14,2026-05-12T16:49:51Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72A96225,GPUD_Survival,live_release,C,75,Lot 2,11H,136,22,2026-05-14,2026-05-12T16:50:14Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72AF97C4,GPUD_Survival,live_release,C,75,Lot 1,11H,125,19.5,2026-05-14,2026-05-12T16:50:40Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G724652F6,GPUD_Survival,live_release,C,76,Lot 1,11H,136,22.100000381469727,2026-05-14,2026-05-12T16:51:03Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7252C08C,GPUD_Survival,live_release,C,76,Lot 3,11H,134,21.899999618530273,2026-05-14,2026-05-12T16:51:43Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72F90708,GPUD_Survival,live_release,C,77,Lot 2,11H,143,25.100000381469727,2026-05-14,2026-05-12T16:52:05Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72B9FF25,GPUD_Survival,live_release,C,77,Lot 3,11H,151,30.299999237060547,2026-05-14,2026-05-12T16:52:33Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72846AAF,GPUD_Survival,live_release,C,78,Lot 1,11H,139,24.700000762939453,2026-05-14,2026-05-12T16:52:57Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72499AE6,GPUD_Survival,live_release,C,83,Lot 1,11H,145,31.399999618530273,2026-05-14,2026-05-12T16:53:48Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72104CA9,GPUD_Survival,live_release,C,78,Lot 3,11H,109,12.699999809265137,2026-05-14,2026-05-12T16:54:15Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7235955C,GPUD_Survival,live_release,C,79,Lot 1,11H,129,20.200000762939453,2026-05-14,2026-05-12T16:54:31Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G722EBAF1,GPUD_Survival,live_release,C,79,Lot 2,11H,149,30.700000762939453,2026-05-14,2026-05-12T16:54:56Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7207857D,GPUD_Survival,dead_release,C,80,Lot 2,11H,165,39.5,2026-05-14,2026-05-12T16:55:28Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,1,3,PC20,FALSE,Active,Euthanized,Helicopter
G72613FC1,GPUD_Survival,dead_release,C,80,Lot 2,11H,133,21.899999618530273,2026-05-14,2026-05-12T17:16:05Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,1,3,PC20,FALSE,Active,Euthanized,Helicopter
G721DF92D,GPUD_Survival,live_release,C,81,Lot 3,11H,145,29.600000381469727,2026-05-14,2026-05-12T17:17:33Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72372743,GPUD_Survival,live_release,C,81,Lot 3,11H,165,42.900001525878906,2026-05-14,2026-05-12T17:18:14Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7269792C,GPUD_Survival,live_release,C,82,Lot 2,11H,137,25.399999618530273,2026-05-14,2026-05-12T17:19:49Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72038079,GPUD_Survival,live_release,C,82,Lot 2,11H,165,44.099998474121094,2026-05-14,2026-05-12T17:20:30Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G729CD39B,GPUD_Survival,live_release,C,83,Lot 2,11H,144,29.700000762939453,2026-05-14,2026-05-12T17:21:42Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G7285C926,GPUD_Survival,live_release,C,84,Lot 2,11H,137,25.700000762939453,2026-05-14,2026-05-12T17:22:27Z,2026-05-15T17:05:00Z,Priest Rapids Tailrace,Priest Rapids Tailrace - CHINOOK,46.632369,-119.895442,0,3,PC20,TRUE,Active,Alive,Helicopter
G72DA7A99,GPUD_Survival,live_release,C,34,Lot 2,31H,206,73.5,2026-05-14,2026-05-12T17:41:48Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72DC2FD7,GPUD_Survival,live_release,C,34,Lot 2,31W,169,42.70000076293945,2026-05-14,2026-05-12T17:42:45Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72B6FA02,GPUD_Survival,live_release,C,35,Lot 1,31W,157,35.900001525878906,2026-05-14,2026-05-12T17:43:25Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72E6243D,GPUD_Survival,live_release,C,35,Lot 2,31W,159,35.70000076293945,2026-05-14,2026-05-12T17:43:58Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72A6BEC9,GPUD_Survival,live_release,C,36,Lot 3,31W,167,39.20000076293945,2026-05-14,2026-05-12T17:45:44Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72F2F940,GPUD_Survival,live_release,C,36,Lot 1,31H,189,58.70000076293945,2026-05-14,2026-05-12T17:46:17Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G725A34EF,GPUD_Survival,live_release,C,37,Lot 1,31H,170,45.900001525878906,2026-05-14,2026-05-12T17:46:56Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G726CE89C,GPUD_Survival,live_release,C,37,Lot 3,31W,148,28.100000381469727,2026-05-14,2026-05-12T17:47:37Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72F15E39,GPUD_Survival,live_release,C,38,Lot 1,31H,141,25,2026-05-14,2026-05-12T17:48:05Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72C354FB,GPUD_Survival,live_release,C,38,Lot 1,31W,167,43.900001525878906,2026-05-14,2026-05-12T17:48:29Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72BFA015,GPUD_Survival,live_release,C,39,Lot 1,31W,201,68.30000305175781,2026-05-14,2026-05-12T17:48:54Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72A82F5A,GPUD_Survival,live_release,C,39,Lot 1,31H,166,42.29999923706055,2026-05-14,2026-05-12T17:49:27Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G7254D1E5,GPUD_Survival,live_release,C,40,Lot 1,31W,167,41.70000076293945,2026-05-14,2026-05-12T17:50:04Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72D0BD37,GPUD_Survival,live_release,C,40,Lot 1,31W,194,62.29999923706055,2026-05-14,2026-05-12T17:51:07Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72F4CD35,GPUD_Survival,live_release,C,41,Lot 3,31W,179,50.900001525878906,2026-05-14,2026-05-12T17:51:36Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72F1E3F6,GPUD_Survival,live_release,C,41,Lot 1,31W,204,75.69999694824219,2026-05-14,2026-05-12T17:52:37Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72400E24,GPUD_Survival,live_release,C,42,Lot 3,31W,167,40,2026-05-14,2026-05-12T17:53:15Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G720C4728,GPUD_Survival,live_release,C,42,Lot 1,31W,184,54.20000076293945,2026-05-14,2026-05-12T17:55:20Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72977EEA,GPUD_Survival,live_release,C,43,Lot 1,31W,153,31.399999618530273,2026-05-14,2026-05-12T17:55:51Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72978AFF,GPUD_Survival,live_release,C,43,Lot 1,31H,172,39.599998474121094,2026-05-14,2026-05-12T17:56:24Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G725FB241,GPUD_Survival,live_release,C,44,Lot 3,31H,178,50.400001525878906,2026-05-14,2026-05-12T17:57:51Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G726B60BC,GPUD_Survival,live_release,C,44,Lot 3,31W,173,46.70000076293945,2026-05-14,2026-05-12T17:58:25Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G721A0728,GPUD_Survival,live_release,C,45,Lot 3,31H,172,42.20000076293945,2026-05-14,2026-05-12T17:58:52Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G7287227E,GPUD_Survival,live_release,C,45,Lot 3,31H,143,25.299999237060547,2026-05-14,2026-05-12T17:59:13Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72EC04F9,GPUD_Survival,live_release,C,46,Lot 1,31W,159,35.29999923706055,2026-05-14,2026-05-12T17:59:47Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G7282FF2B,GPUD_Survival,live_release,C,46,Lot 3,31W,143,25.799999237060547,2026-05-14,2026-05-12T18:00:38Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72828850,GPUD_Survival,live_release,C,47,Lot 3,31W,172,45.79999923706055,2026-05-14,2026-05-12T18:01:15Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72D18D4D,GPUD_Survival,live_release,C,47,Lot 2,31H,201,69.4000015258789,2026-05-14,2026-05-12T18:01:37Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72EA7ED5,GPUD_Survival,live_release,C,48,Lot 2,31H,151,28.700000762939453,2026-05-14,2026-05-12T18:02:08Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G72889A96,GPUD_Survival,live_release,C,48,Lot 2,31H,160,34.79999923706055,2026-05-14,2026-05-12T18:02:31Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G7270DE5E,GPUD_Survival,live_release,C,49,Lot 2,31W,154,33.599998474121094,2026-05-14,2026-05-12T18:03:58Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
G720A8F8A,GPUD_Survival,live_release,C,49,Lot 3,31H,190,60.29999923706055,2026-05-14,2026-05-12T18:04:42Z,2026-05-15T16:06:00Z,Rock Island Tailrace,Rock Island Tailrace - STEELHEAD,47.341487,-120.090402,0,3,RI18,TRUE,Active,Alive,Helicopter
